talkIdx,Idx,skipAble,brightCharacter,Name,TextKR,TextEN,TextJP,characterLeftest,characterLeftestFace,characterLeftestX,characterLeft,characterLeftFace,characterLeftX,characterRight,characterRightFace,characterRightX,characterRightest,characterRightestFace,characterRightestX,eventType,backGround,imagePlace,imageIdx,BackSnd,SFX
30,91,1,a3000,Greret,항복! 항복이야. 더는 못 당하겠네.,I surrender! I can’t take it anymore.,降伏だ！降伏する。これ以上はやってられない。,Greret,eyeClose_1,-125,Yongsa,angry_1,0,witchYoung,panic_1,125,Smirk,panic_3,75,0,destinyPoint,0,0,14,-999
30,92,1,a0100,Ail Shell,…?,…?,…？,Greret,eyeClose_1,-125,Yongsa,panic_2,0,witchYoung,panic_1,125,Smirk,panic_3,75,0,destinyPoint,0,0,14,18
30,93,1,a1000,Greret,지금 너랑 실랑이하면 싸우고 있는 병사들이 20은 더 죽을 거야.,If I keep bickering with you+o\nat least 20 more soldiers fighting will die.,今ここであんたとやり合えば、\n戦闘中の兵士があと20人は死ぬ。,Greret,idle_0,-125,Yongsa,panic_2,0,witchYoung,panic_1,125,Smirk,panic_3,75,0,destinyPoint,0,0,14,-999
30,94,1,a1000,Greret,그렇다고 모두를 데리고 나가면 결국 다음 기사단이 여기에 도달하겠지.,But if I take everyone out+o\nthe next knight order will eventually reach here.,かといって全員を連れて出れば、\nいずれ次の騎士団がここに到達する。,Greret,say_0,-125,Yongsa,panic_2,0,witchYoung,panic_1,125,Smirk,panic_3,75,0,destinyPoint,0,0,14,-999
30,95,1,a1000, , , , ,Greret,say_0,-125,Yongsa,panic_2,0,witchYoung,panic_1,125,Smirk,panic_3,75,0,destinyPoint,1,35,14,37
30,96,1,a1000,Greret,자… 충고는 여기까지.,Well… that’s all the advice I can give.,さて…忠告はここまで。,Greret,eyeClose_0,-125,Yongsa,panic_2,0,witchYoung,panic_1,125,Smirk,panic_3,75,0,destinyPoint,2,35,14,-999
30,96,1,a0200,Ail Shell,뭐야… 너 몸이?!,What… what’s happening to your body?!,お前の体…どうなってんだ！？,Greret,eyeClose_0,-125,Yongsa,panic_0,0,witchYoung,panic_1,125,Smirk,panic_3,75,0,destinyPoint,2,35,14,-999
30,97,1,a1000,Greret,아무래도 인형에 걸어둔 마법이 끝나가는 것 같네.,It seems the magic I cast on the doll is wearing off.,どうやら人形にかけていた魔法が、\n切れかけているみたい。,Greret,eyeClose_1,-125,Yongsa,panic_0,0,witchYoung,panic_1,125,Smirk,panic_3,75,0,destinyPoint,2,35,14,-999
30,97,1,a0100,Ail Shell,처음부터 본체도 아니었던 거냐…,So you weren’t even the real thing from the start…,最初から本体じゃなかったのか…,Greret,eyeClose_1,-125,Yongsa,panic_3,0,witchYoung,panic_1,125,Smirk,panic_3,75,0,destinyPoint,2,35,14,-999
30,97,1,a1000,Greret,그래도 내 운명을 담았으니… 아니. 이건 변명이 되려나?,Still+o I imbued it with my destiny…\nno. Is that just an excuse?,それでも私の運命を込めていて…いや、\nこれは言い訳になるかな？,Greret,idle_0,-100,Yongsa,panic_3,0,witchYoung,panic_1,125,Smirk,panic_3,75,0,destinyPoint,2,35,14,-999
30,97,1,a1000,Greret,던전 제거에 실패하면 다음에는 본체가 와야 하겠지만 말이야.,If you fail to eliminate the dungeon+o\nthe real me will have to come next time.,ダンジョンの破壊に失敗したら、\n次は本体が来ることになるでしょうね。,Greret,eyeClose_1,-100,Yongsa,panic_3,0,witchYoung,panic_1,125,Smirk,panic_3,75,0,destinyPoint,2,35,14,-999
30,99,1,a0100,Ail Shell,…,…,……,Greret,eyeClose_1,-100,Yongsa,idle_0,-15,witchYoung,panic_1,125,Smirk,panic_3,75,0,destinyPoint,2,35,14,-999
30,100,1,a0100,Ail Shell,고마워.,Thank you.,ありがとう。,Greret,eyeClose_1,-100,Yongsa,lie_0,-15,witchYoung,panic_1,125,Smirk,panic_3,75,0,destinyPoint,2,35,14,-999
30,101,1,a1000,Greret,…,…,……,Greret,idle_0,-100,Yongsa,lie_0,-15,witchYoung,panic_1,125,Smirk,panic_3,75,0,destinyPoint,2,35,14,-999
30,101,1,a1000,Greret,이쪽이야 말로.,The pleasure is all mine.,こちらこそ。,Greret,smile_0,-125,Yongsa,lie_0,-15,witchYoung,panic_1,125,Smirk,panic_3,75,0,destinyPoint,2,35,14,-999
30,102,1,a0000, ,(파사삭),(Rustle),（パサラッ）,Greret,black_0,-125,Yongsa,lie_0,-15,witchYoung,panic_1,125,Smirk,panic_3,75,0,destinyPoint,1,36,14,37
30,103,1,a0001,Smirk,…,…,……,.,.,-125,Yongsa,lie_0,-125,witchYoung,panic_1,125,Smirk,panic_1,50,0,destinyPoint,2,36,14,-999
30,104,1,a0010,???,엄마.,Mommy.,お母さん。,.,.,-125,Yongsa,lie_0,-125,witchYoung,panic_3,100,Smirk,panic_1,50,0,destinyPoint,2,36,14,-999
30,105,1,a0010,???,어… 어떻게 된거야? 저기 있던 언니가 인형이 되버렸어…,what happened?\nThat lady who was there turned into a doll…,あれ…どういうこと？\nあそこにいたお姉さんが人形になっちゃった…,.,.,-125,Yongsa,lie_0,-125,witchYoung,panic_2,90,Smirk,panic_1,50,0,destinyPoint,2,36,14,46
30,106,1,a0001,Smirk,…,…,……,.,.,-125,Yongsa,lie_0,-125,witchYoung,panic_2,90,Smirk,panic_3,50,0,destinyPoint,0,0,-999,-999
30,107,1,a0001,Smirk,…딸.,…Daughter.,…いい？,.,.,-125,Yongsa,lie_0,-125,witchYoung,panic_2,125,Smirk,panic_0,60,0,destinyPoint,0,0,-999,11
30,108,1,a0010,???,…웅.,…Yes.,…うん。,.,.,-125,Yongsa,lie_0,-125,witchYoung,idle_0,115,Smirk,panic_0,60,0,destinyPoint,0,0,-999,-999
30,109,1,a0001,Smirk,앞으로 이 오빠 말 잘 들어야 한다?,You have to listen to this older brother from now on+o okay?,これからは、\nこのお兄ちゃんの言うことをちゃんと聞くんだよ？,.,.,-125,Yongsa,lie_0,-125,witchYoung,idle_0,115,Smirk,smile_2,60,0,destinyPoint,0,0,-999,-999
30,110,1,a0010,???,웅?,Huh?,え？,.,.,-125,Yongsa,lie_0,-125,witchYoung,panic_4,115,Smirk,smile_2,60,0,destinyPoint,0,0,-999,50
30,111,1,a0001,Smirk,…딸 숫자 알려줬었는데…,Daughter+o Mom taught you some numbers+o right?,…前に数を教えたわよね…,.,.,-125,Yongsa,lie_0,-125,witchYoung,panic_4,125,Smirk,eyeClose_1,40,0,destinyPoint,0,0,-999,-999
30,112,1,a0001,Smirk,…이제 몇까지 셀 수 있었지?,…How high can you count now?,…今は何まで数えられる？,.,.,-125,Yongsa,lie_0,-125,witchYoung,panic_4,125,Smirk,idle_0,50,0,destinyPoint,0,0,-999,-999
30,113,1,a0020,???,마… 만!,…Ten… thousand!,ま…万！,.,.,-125,Yongsa,lie_0,-125,witchYoung,panic_0,115,Smirk,idle_0,50,0,destinyPoint,0,0,-999,-999
30,114,1,a0001,Smirk,만은 좀 많고… 뒤돌아서 천만 세는 거야?,Ten thousand is a bit much…\nare you turning around and counting to thousand?,万はちょっと多いかな…じゃあ後ろを向いて千まで数えるの。,.,.,-125,Yongsa,lie_0,-125,witchYoung,panic_0,115,Smirk,smile_2,50,0,destinyPoint,0,0,-999,-999
30,115,1,a0001,Smirk,엄마 숨을 거니까 귀도 막고.,Cover your ears while mommy hiding.,お母さんは隠れるから、耳も塞いで。,.,.,-125,Yongsa,lie_0,-125,witchYoung,panic_0,115,Smirk,idle_0,50,0,destinyPoint,0,0,-999,-999
30,116,1,a0030,???,알겠어!,Okay!,わかった！,.,.,-125,Yongsa,lie_0,-125,witchYoung,shine_0,115,Smirk,idle_0,50,0,destinyPoint,0,0,-999,47
30,117,1,a0010,???,…엄마 어디 안가는 거지?,…Mommy’s not going anywhere+o right?,…お母さん、どこにも行かないよね？,.,.,-125,Yongsa,lie_0,-125,witchYoung,idle_0,115,Smirk,idle_0,50,0,destinyPoint,0,0,-999,-999
30,118,1,a0001,Smirk,어디 안가.,I’m not going anywhere.,もちろん。,.,.,-125,Yongsa,lie_0,-125,witchYoung,idle_0,115,Smirk,eyeClose_0,40,0,destinyPoint,0,0,-999,-999
30,119,1,a0001,Smirk,계속 근처에 있을 거야.,I’ll be your around.,ずっと近くにいるよ。,.,.,-125,Yongsa,lie_0,-125,witchYoung,idle_0,115,Smirk,smile_0,60,0,destinyPoint,0,0,-999,-999
30,120,1,a0010,???,…알겠어!,…Okay!,…うん！,.,.,-125,Yongsa,lie_0,-125,witchYoung,smile_0,115,Smirk,smile_0,50,0,destinyPoint,0,0,-999,49
30,121,1,a0010,???,그럼 센다? 천… 구구구...,Then I’ll start counting?\nOne thousand… nine nine nine…,じゃあ、数えるよ？千…九九九…,.,.,-125,Yongsa,lie_0,-125,witchYoung,eyeClose_0,125,Smirk,smile_0,50,0,destinyPoint,0,0,-999,-999
30,122,1,a0010,???,구구팔… 구구칠…,Nine nine eight… nine nine seven…,九九八…九九七…,.,.,-125,Yongsa,lie_0,-125,witchYoung,eyeClose_1,300,Smirk,smile_0,50,0,destinyPoint,0,0,-999,-999
30,123,1,a0001,Smirk,…,…,……,.,.,-125,Yongsa,lie_0,-125,witchYoung,eyeClose_1,300,Smirk,smile_0,50,0,destinyPoint,0,0,-999,-999
30,124,1,a0001,Smirk,…,…,……,.,.,-125,Yongsa,lie_0,-125,witchYoung,eyeClose_1,300,Smirk,eyeClose_0,0,0,destinyPoint,0,0,-999,17
30,125,1,a0100,Ail Shell,인사는 끝났나요?,Are the goodbyes over?,あいさつは終わりましたか？,.,.,-125,Yongsa,idle_0,-125,.,.,50,Smirk,eyeClose_0,0,0,destinyPoint,0,0,-999,-999
30,126,1,a0001,Smirk,…,…,……,.,.,-125,Yongsa,idle_0,-75,.,.,50,Smirk,eyeClose_1,75,0,destinyPoint,0,0,-999,-999
30,127,1,a0100,Ail Shell,...지금부터 저는 당신을 죽여야 해요.,…From now on+o I have to kill you.,…これからあなたを殺さなければなりません。,.,.,-125,Yongsa,eyeClose_0,-75,.,.,50,Smirk,eyeClose_1,75,0,destinyPoint,0,0,-999,-999
30,128,1,a0001,Smirk,이미 죽었던 사람이에요.,I was already a dead person.,すでに死んでいた人間です。,.,.,-125,Yongsa,eyeClose_0,-75,.,.,50,Smirk,idle_0,75,0,destinyPoint,0,0,-999,12
30,129,1,a0100,Ail Shell,따… 따님은 제가 어떻게든…,Your… your daughter+o I’ll somehow…,お…お嬢さんのことは、俺がなんとか…,.,.,-125,Yongsa,panic_3,-75,.,.,50,Smirk,idle_0,75,0,destinyPoint,0,0,-999,-999
30,130,1,a0100,Ail Shell,…죄송합니다.,…I’m sorry.,…すみません。,.,.,-125,Yongsa,eyeClose_0,-75,.,.,50,Smirk,idle_0,75,0,destinyPoint,0,0,-999,-999
30,131,1,a0001,Smirk,…고마워요.,…Thank you.,…ありがとう。,.,.,-125,Yongsa,eyeClose_0,-75,.,.,50,Smirk,smile_0,75,0,destinyPoint,0,0,-999,-999
30,132,1,a0100,Ail Shell,...그럼 시작하겠습니다.,…Then let's begin.,…では、始めます。,.,.,-125,Yongsa,idle_0,-75,.,.,50,Smirk,smile_0,75,0,destinyPoint,0,0,-999,-999
30,133,1,a0001,Smirk,…,…,……,.,.,-125,Yongsa,idle_0,-75,.,.,50,Smirk,eyeClose_0,75,0,destinyPoint,0,0,-999,-999
30,134,1,a0001,Smirk,딸이 아직 말도 셈도 서툴러요.,My daughter is still clumsy with words and counting.,娘はまだ、言葉も数もおぼつかないんです。,.,.,-125,Yongsa,idle_0,-75,.,.,50,Smirk,eyeClose_1,75,0,destinyPoint,0,0,15,-999
30,135,1,a0001,Smirk,조금 가르쳐주면 잘할 거 같은 데 말이에요.,I think she’d do well if you taught her a little.,少し教えてあげれば、\nきっと上手にできるようになると思います。,.,.,-125,Yongsa,idle_0,-75,.,.,50,Smirk,idle_0,75,0,destinyPoint,0,0,15,11
30,136,1,a0100,Ail Shell,위대하신 세계수시여…,O Great World Tree…,偉大なる世界樹よ…,.,.,-125,Yongsa,eyeClose_1,-75,.,.,50,Smirk,idle_0,75,0,destinyPoint,0,0,15,-999
30,137,1,a0001,Smirk,딸기를 잘 먹고… 분홍색 옷을 좋아해요.,She likes strawberries… and pink clothes.,いちごが好きで…ピンクの服を好みます。,.,.,-125,Yongsa,eyeClose_1,-75,.,.,50,Smirk,eyeClose_1,75,0,destinyPoint,0,0,15,-999
30,138,1,a0001,Smirk,자주 못 먹여주고 자주 못 사줬지만...,I couldn’t give… and buy them for her often…,あまり食べさせてやれず、\n服もあまり買ってやれませんでしたが…,.,.,-125,Yongsa,eyeClose_1,-75,.,.,50,Smirk,panic_0,75,0,destinyPoint,0,0,15,-999
30,139,1,a0100,Ail Shell,거짓된 자가 앞으로…,Allow the false one to…,偽りの者が、再び前へ進めるよう...,.,.,-125,Yongsa,angry_1,-75,.,.,50,Smirk,panic_0,75,0,destinyPoint,0,0,15,-999
30,140,1,a0001,Smirk,…,…,…,.,.,-125,Yongsa,angry_1,-75,.,.,50,Smirk,eyeClose_0,75,0,destinyPoint,0,0,15,-999
30,141,1,a0001,Smirk,이름은 그린이에요.,Her name is Grin.,名前はグリンです。,.,.,-125,Yongsa,angry_1,-75,.,.,50,Smirk,idle_0,75,0,destinyPoint,0,0,15,12
30,142,1,a0001,Smirk,…진짜,…Really…,…本当に…,.,.,-125,Yongsa,angry_1,-75,.,.,50,Smirk,eyeClose_1,75,0,destinyPoint,0,0,15,-999
30,143,1,a0100,Ail Shell,나아갈 수 있게 하소서. ,move forward.,導きたまえ。,.,.,-125,Yongsa,angry_0,-75,.,.,50,Smirk,eyeClose_1,75,0,destinyPoint,0,0,15,-999
30,144,1,a0001,Smirk,…진짜 미안해요. 꼬마 친구.,…I’m really sorry. Little friend.,…本当にごめんなさい。,.,.,-125,Yongsa,angry_0,-75,.,.,50,Smirk,smile_0,50,0,destinyPoint,0,0,15,-999
30,145,1,a0001,Smirk,우리 딸 잘 부탁드려요. ,Please take care of my daughter.,うちの娘を、どうかよろしくお願いします。,.,.,-125,Yongsa,angry_0,-75,.,.,50,Smirk,smile_1,0,0,destinyPoint,0,0,15,11
30,146,1,a0000, , , , ,.,.,-125,.,.,-50,.,.,50,.,.,125,0,black,0,0,-999,51
30,147,1,a0000, , , , ,.,.,-125,.,.,-50,.,.,50,.,.,125,0,black,0,0,-999,-999
30,148,1,a0000,Ail Shell,…,…,……,.,.,-125,.,.,0,.,.,50,.,.,125,0,black,0,0,-999,-999
30,149,1,a0100,Ail Shell,하악!,Huff!,はっ…！,.,.,-125,.,.,0,.,.,50,.,.,125,1,black,2,42,-999,37
30,150,1,a0100,Ail Shell,…허억 ...스캐 ...빈저.,…Huh… Sca… venger.,…はぁ…スキャ…ベンジャー…,.,.,-125,.,.,0,.,.,50,.,.,125,0,black,2,43,-999,-999
30,151,1,a0100,Ail Shell,...스캐빈저 ...기사단,…Scavenger… Knight Order.,…スキャベンジャー…騎士団…,.,.,-125,.,.,0,.,.,50,.,.,125,0,black,2,44,-999,42
30,152,1,a0100,Ail Shell,견습 기사…,Apprentice Knight…,見習い騎士…,.,.,-125,.,.,0,.,.,50,.,.,125,0,black,2,45,-999,-999
30,153,1,a0100,Ail Shell,애일 쉘.,Ail Shell.,エイル・シェル。,.,.,-125,.,.,0,.,.,50,.,.,125,1,black,2,46,-999,-999
30,154,1,a0100,Ail Shell,…,…,……,.,.,-125,.,.,0,.,.,50,.,.,125,1,black,2,47,-999,41
30,155,1,a0100,Ail Shell,그 분의 뜻을…,I have carried out…,あの方のご意志を…,.,.,-125,.,.,0,.,.,50,.,.,125,1,black,2,48,-999,40
30,156,1,a0100,Ail Shell,행했습니다.,"...your will.	",遂げました。,.,.,-125,.,.,0,.,.,50,.,.,125,1,white,2,49,-999,39
30,156,1,a0100, , , , ,.,.,-125,.,.,0,.,.,50,.,.,125,1,white,2,50,-999,-999
30,156,1,a0000, , , , ,.,.,-125,.,.,0,.,.,50,.,.,125,0,white,2,51,-999,43
31,0,1,a1000,Ail Shell,…,…,……,Yongsa,eyeClose_0,-125,.,.,-50,.,.,50,Witch,eyeClose_0,125,1,home,0,0,-999,-999
31,1,1,a0001,Grin,…,…,……,Yongsa,eyeClose_0,-125,.,.,-50,.,.,50,Witch,eyeClose_0,125,0,home,0,0,-999,-999
31,2,1,a1000,Ail Shell,…이렇게 된 거였군.,…So that’s how it was.,…そういうことだったのか。,Yongsa,eyeClose_1,-125,.,.,-50,.,.,50,Witch,eyeClose_0,125,0,home,0,0,-999,-999
31,3,1,a0001,Grin,…어릴 적이라 몰랐는데,…I didn’t know because I was young+o but…,…子どもの頃は知らなかったけど、,Yongsa,eyeClose_1,-125,.,.,-50,.,.,50,Witch,idle_0,125,0,home,0,0,-999,-999
31,4,1,a0001,Grin,이렇게 된 것이었군요.,…,こういうことだったんですね。,Yongsa,eyeClose_1,-125,.,.,-50,.,.,50,Witch,say_0,125,0,home,0,0,-999,-999
31,5,1,a0001,Grin,새삼… 감회가 새롭네요…,It’s… quite a new feeling…,改めて…感慨深いです…,Yongsa,eyeClose_1,-125,.,.,-50,.,.,50,Witch,eyeClose_1,125,0,home,0,0,-999,-999
31,6,1,a1000,Ail Shell,…그러게.,Yeah.,…だな。,Yongsa,idle_0,-125,.,.,-50,.,.,50,Witch,eyeClose_1,125,0,home,0,0,-999,-999
31,7,1,a1000,Ail Shell,…너 괜찮냐?,…Are you okay?,…お前、大丈夫か？,Yongsa,doubt_0,-125,.,.,-50,.,.,50,Witch,eyeClose_1,125,0,home,0,0,-999,-999
31,8,1,a0001,Grin,아… 네! 괜찮아요.,Ah… yes! I’m fine.,あ…はい！大丈夫です。,Yongsa,doubt_0,-125,.,.,-50,.,.,50,Witch,say_0,125,0,home,0,0,-999,-999
31,9,1,a0001,Grin,이미 다 지난 일이기도 하고!,It’s all in the past now!,もう過ぎたことですし！,Yongsa,doubt_0,-125,.,.,-50,.,.,50,Witch,smile_1,125,0,home,0,0,-999,21
31,10,1,a0001,Grin,애일 씨랑 다르게 전 기억도 있었으니까요...,Unlike you+o I had my memories…,エイルさんと違って、私はちゃんと覚えてましたから…,Yongsa,doubt_0,-125,.,.,-50,.,.,50,Witch,smile_2,125,0,home,0,0,-999,-999
31,11,1,a0001,Grin,...,…,……,Yongsa,doubt_0,-125,.,.,-50,.,.,50,Witch,lie_0,125,0,home,0,0,-999,-999
31,12,1,a1000,Ail Shell,그러냐.,I see.,そうか。,Yongsa,idle_0,-125,.,.,-50,.,.,50,Witch,lie_0,125,0,home,0,0,-999,-999
31,13,1,a1000,Ail Shell,…뭐 하긴 그렇겠지.,…Well+o I guess so.,…まあ、そうだろうな。,Yongsa,eyeClose_1,-125,.,.,-50,.,.,50,Witch,lie_0,125,0,home,0,0,-999,-999
31,14,1,a1000,Ail Shell,너만 흑백이어서 집중이 잘 안되기도 했을 거고...,It was hard to focus\nbecause you were just black and white…,お前だけがモノクロだったから、\n集中しづらかったろう…,Yongsa,smile_0,-125,.,.,-50,.,.,50,Witch,lie_0,125,0,home,0,0,-999,-999
31,15,1,a0001,Grin,그러게요. 너무 옛날이라 제가 흑백...,That’s true. It was so long ago\nthat I was black and white…,そうですね。あまりに昔のことだから、私がモノク…,Yongsa,smile_0,-125,.,.,-50,.,.,50,Witch,eyeClose_0,125,0,home,0,0,-999,-999
31,16,1,a0001,Grin,에? 제가 흑백이라고요?,Huh? I was black and white?,え？ 私がモノクロってどういうこと？,Yongsa,smile_0,-125,.,.,-50,.,.,50,Witch,panic_0,125,0,home,0,0,-999,18
31,17,1,a1000,Ail Shell,그래. 드디어 알았어.,Yeah. I finally realized.,そうだ。やっとわかったぞ。,Yongsa,eyeClose_1,-125,.,.,-50,.,.,50,Witch,panic_0,125,0,home,0,0,1,-999
31,18,1,a3000,Ail Shell,네 정체는 저 때의 왕실 마법사였다는 걸!,Your true identity is the royal wizard from that time!,お前の正体は、あの時の王宮魔法使いだったんだ！,Yongsa,panic_0,-125,.,.,-50,.,.,50,Witch,panic_0,125,0,home,0,0,1,-999
31,19,1,a1000,Ail Shell,마녀 모자! 운명 마법!,Witch’s hat! destiny magic!,魔女帽！ 運命魔法！,Yongsa,eyeClose_0,-125,.,.,-50,.,.,50,Witch,panic_0,125,0,home,0,0,1,-999
31,20,1,a1000,Ail Shell,그리고 저 성격!,And that personality!,そして、その性格！,Yongsa,angry_0,-125,.,.,-50,.,.,50,Witch,panic_0,125,0,home,0,0,1,-999
31,21,1,a2000,Ail Shell,역시 너는 날 속이기 위해…,You were trying to deceive me after all…,やっぱり俺を欺くために…,Yongsa,angry_1,-125,.,.,-50,.,.,50,Witch,panic_0,125,0,home,0,0,1,-999
31,22,1,a0002,Grin,크아악! 이 사람이 진짜!,Grrr! This guy+o seriously!,もーっ！この人ホントムカつく！！,Yongsa,angry_1,-125,.,.,-50,.,.,50,Witch,angry_0,-100,0,home,0,0,1,24
31,23,1,a0000, ,( 깡! ),(Clang!),（ドガッ！）,.,.,-125,.,.,-50,.,.,50,.,.,125,0,home,1,27,1,29
31,24,1,a2000,Ail Shell,으윽!,Ugh!,ぐっ…！,Yongsa,sad_0,-125,.,.,-50,.,.,50,Witch,angry_0,125,0,home,2,27,1,-999
31,25,1,a0001,Grin,됐어요! 이런 사람이랑 지금 뭘 하고 있는 건지…,That’s it!\nWhat am I even doing with someone like this…,もういいです！ こんな人と今さら何をしてんだか…,Yongsa,sad_0,-125,.,.,-50,.,.,50,Witch,angry_1,75,0,home,0,0,1,-999
31,26,1,a0001,Grin,하아… 그럼 기억도 돌려놨고…,Haa… well+o the memories are back…,はぁ…じゃあ記憶も戻しましたし…,Yongsa,sad_0,-125,.,.,-50,.,.,50,Witch,idle_0,75,0,home,0,0,1,-999
31,27,1,a0001,Grin,전 선배 좀 보고 올테니까 집 좀 지키고 계세요.,I’m going to go see Senior+o so protect the house.,私は先輩の様子見てくるから、留守番しててください。,Yongsa,sad_0,-125,.,.,-50,.,.,50,Witch,angry_0,125,0,home,0,0,1,-999
31,28,1,a0002,Grin,반성도 좀 하시고요!,And reflect on your actions!,少しは反省もしてくださいね！,Yongsa,sad_0,-125,.,.,-50,.,.,50,Witch,angry_1,125,0,home,0,0,1,24
31,29,1,a0001, ,( 쾅! ),(Kwang!),（バタン！）,Yongsa,sad_0,-125,.,.,-50,.,.,50,Witch,angry_1,300,0,home,0,0,1,52
31,30,1,a1000,Ail Shell,…,…,……,Yongsa,eyeClose_0,-125,.,.,-50,.,.,50,.,.,125,0,home,0,0,-999,-999
31,31,1,a1000,Ail Shell,누굴 닮아서 저렇게 난폭한 거야…,Who did she take after to be so violent…,誰に似てあんなに乱暴だ…,Yongsa,panic_0,-125,.,.,-50,.,.,50,.,.,125,0,home,0,0,-999,-999
31,32,1,a1000,Ail Shell,뭐 그래도 우울한 분위기로 안 흘러가서 다행이네.,Well+o at least it didn’t turn into a gloomy atmosphere.,まあ、沈んだ空気にならなくて済んだのは幸いか。,Yongsa,idle_0,-125,.,.,-50,.,.,50,.,.,125,0,home,0,0,-999,-999
31,33,1,a1000,Ail Shell,…,…,……,Yongsa,eyeClose_0,-125,.,.,-50,.,.,50,.,.,125,0,home,0,0,-999,-999
31,34,1,a1000,Ail Shell,하아… 정말이지. 난 어쩌자고 저런 약속을…,Haa… really. Why did I make such a promise…,はぁ…まったく、俺はなんであんな約束を…,Yongsa,lie_0,-125,.,.,-50,.,.,50,.,.,125,0,home,0,0,-999,16
31,35,1,a1000,Ail Shell,…잠깐.,…Wait.,…待てよ。,Yongsa,doubt_0,-125,.,.,-50,.,.,50,.,.,125,0,home,0,0,-999,-999
31,36,1,a1000,Ail Shell,내가 저번에 떠올린 이미지를 보고…,When I recalled the image last time…,この前、俺が思い出した映像を見て…,Yongsa,idle_0,-125,.,.,-50,.,.,50,.,.,125,0,home,2,18,-999,-999
31,37,1,a1000,Ail Shell,마녀 녀석이 자기랑 만났을 때 기억이라고 하지 않았나…?,Didn’t that witch say it was a memory\nfrom when she met me…?,あの魔女、\n自分と会った時の記憶だって言ってなかったか…？,Yongsa,panic_3,-125,.,.,-50,.,.,50,.,.,125,0,home,2,18,-999,18
31,38,1,a1000,Ail Shell,…뭔가 이미지가 다른 듯한…,…Something seems different about the image…,…何か映像が違うような…,Yongsa,doubt_0,-125,.,.,-50,.,.,50,.,.,125,0,home,0,0,-999,-999
31,40,1,a1000, ,(쿠당탕!),(Thump!),（ドサッ！）,Yongsa,eyeClose_0,-300,.,.,-50,.,.,50,.,.,125,0,home,1,37,-999,-999
31,41,1,a1000,Ail Shell,(뭐야… 갑자기 힘이…),(What… suddenly I feel weak…),（なんだ…急に力が…）,.,.,-300,.,.,-50,.,.,50,.,.,125,0,home,2,38,-999,-999
31,42,1,a1000,Ail Shell,(지친 건가… 잠시… 눈을 붙이면...),(Am I tired…?),（疲れたのか…少し…仮眠をとれば…）,.,.,-300,.,.,-50,.,.,50,.,.,125,0,home,2,39,-999,-999
31,43,1,a1000,Ail Shell,(...),(…),（……）,.,.,-300,.,.,-50,.,.,50,.,.,125,0,home,2,40,-999,-999
31,43,1,a1000, , , , ,.,.,-300,.,.,-50,.,.,50,.,.,125,0,home,2,41,-999,37
31,44,1,a0000, , , , ,.,.,-300,.,.,-50,.,.,50,.,.,125,0,black,0,0,-999,-999
31,45,1,a1000,Grin,들어갈게요~,I’m coming in~,入りますね！,Witch,smile_2,-300,.,.,-50,.,.,50,Owl,eyeClose_1,125,1,library,0,0,-999,23
31,45,1,a3000,Grin,무사히 돌아오셔서 다행이에요. 선배!,I’m glad you returned safely+o Senior!,無事に戻ってきてくれてよかったです、先輩！,Witch,smile_2,-125,.,.,-50,.,.,50,Owl,eyeClose_1,125,0,library,0,0,-999,-999
31,46,1,a0001,Flutter,…,…,……,Witch,smile_2,-125,.,.,-50,.,.,50,Owl,eyeClose_1,125,0,library,0,0,-999,-999
31,47,1,a1000,Grin,…화 많이 나셨나요?,…Are you angry?,…やっぱり、怒ってますよね…？,Witch,panic_0,-125,.,.,-50,.,.,50,Owl,eyeClose_1,125,0,library,0,0,-999,-999
31,48,1,a0001,Flutter,…그걸 말이라고.,…Is that even a question?,…言わなくてもわかるでしょ？,Witch,panic_0,-125,.,.,-50,.,.,50,Owl,angry_1,125,0,library,0,0,-999,-999
31,49,1,a0001,Flutter,내가 같이 있어서 망정이지…,It’s a good thing I was there…,私が一緒だったからよかったものの…,Witch,panic_0,-125,.,.,-50,.,.,50,Owl,angry_0,125,0,library,0,0,-999,-999
31,50,1,a0001,Flutter,그게 아니었으면 모두 죽었을 거라고!,Otherwise+o everyone would have died!,そうじゃなきゃ全員死んでた！,Witch,panic_0,-125,.,.,-50,.,.,50,Owl,angry_1,75,0,library,0,0,-999,24
31,51,1,a1000,Grin,네! 선배가 계셔서 정말 다행이에요!,Yes! I’m so glad you were there+o Senior!,はい！先輩がいてくださって本当によかったです！,Witch,smile_1,-125,.,.,-50,.,.,50,Owl,angry_1,125,0,library,0,0,-999,31
31,52,1,a0001,Flutter,그래! 그건 잘 알고 있네!,Yeah! You know that well!,そうよ、当り前よ！,Witch,smile_1,-125,.,.,-50,.,.,50,Owl,proud_0,125,0,library,0,0,-999,28
31,52,1,a0001,Flutter,…,…,……,Witch,smile_1,-125,.,.,-50,.,.,50,Owl,eyeClose_1,125,0,library,0,0,-999,-999
31,53,1,a0001,Flutter,저기... 그 마법은 왜 쓰고 있는 거야?,Hey… why are you using that magic?,で、その魔法はなんで使ってるの？,Witch,smile_1,-125,.,.,-50,.,.,50,Owl,panic_0,125,0,library,0,0,-999,-999
31,54,1,a1000,Grin,…개인적인 사정으로요.,…Personal reasons.,…少し事情があって。,Witch,idle_0,-125,.,.,-50,.,.,50,Owl,panic_0,125,0,library,0,0,-999,-999
